# ra(J2000),dec(J2000),amp(Jy/beam),rms(Jy/beam),FWHMy(arcsec),FWHMx(arcsec),Bpa(degrees),FieldName,"png image link (Notes: If a link fails, it's because the ROUND feature dropped trailing zeros in the coordinates, so try putting them in by hand. Some artifacts have been kept in, and are distiguished by very large FWHM in one axis and very narrow in another.)  ",NED Lookup,"[[prob Compact, prob Complex]] (output of binary CNN used to identify interesting and complex sources) ",,Artifact Flag
308.60328,46.39907,0.002031,0.000137,2.338419,2.08807,-10.167,FITST22/VLASS1.1.ql.T22t21.J203140+463000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA308.603DEC46.399.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=308.6033&DEC=46.3991&SR=0.01,[[ 0.72772288  0.27227715]],,0
307.8583,46.34576,0.003005,0.000137,3.11112,2.55692,-10.2297,FITST22/VLASS1.1.ql.T22t21.J203140+463000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA307.858DEC46.346.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=307.8583&DEC=46.3458&SR=0.01,[[ 0.81713688  0.18286307]],,0
307.86175,46.34338,0.000973,0.000137,3.17276,5.95106,10.0607,FITST22/VLASS1.1.ql.T22t21.J203140+463000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA307.862DEC46.343.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=307.8618&DEC=46.3434&SR=0.01,[[ 0.72917193  0.27082816]],,0
308.18703,46.29614,0.001763,0.000137,2.345064,1.97844,-6.9739,FITST22/VLASS1.1.ql.T22t21.J203140+463000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA308.187DEC46.296.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=308.187&DEC=46.2961&SR=0.01,[[ 0.51789528  0.48210469]],,0
308.62863,46.27805,0.001908,0.000137,3.455382,2.32834,-10.3019,FITST22/VLASS1.1.ql.T22t21.J203140+463000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA308.629DEC46.278.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=308.6286&DEC=46.2781&SR=0.01,[[ 0.56545609  0.43454394]],,0
308.38369,46.27394,0.003208,0.00017,3.350734,11.49951,10.0595,FITST22/VLASS1.1.ql.T22t21.J203140+463000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA308.384DEC46.274.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=308.3837&DEC=46.2739&SR=0.01,[[ 0.56219316  0.43780684]],,0
308.3841,46.27421,0.003206,0.000171,3.35531,11.50577,10.0588,FITST22/VLASS1.1.ql.T22t21.J203140+463000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA308.384DEC46.274.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=308.3841&DEC=46.2742&SR=0.01,[[ 0.55658674  0.44341329]],,0
308.47156,46.27107,0.013368,0.000452,10.208118,2.56818,9.6164,FITST22/VLASS1.1.ql.T22t21.J203140+463000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA308.472DEC46.271.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=308.4716&DEC=46.2711&SR=0.01,[[ 0.15415679  0.84584326]],,0
308.46889,46.26916,0.013909,0.000451,9.930278,2.53401,0.206,FITST22/VLASS1.1.ql.T22t21.J203140+463000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA308.469DEC46.269.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=308.4689&DEC=46.2692&SR=0.01,[[ 0.11559902  0.88440102]],,0
308.39349,46.26339,0.003794,0.000172,2.223928,2.50906,10.1704,FITST22/VLASS1.1.ql.T22t21.J203140+463000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA308.393DEC46.263.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=308.3935&DEC=46.2634&SR=0.01,[[ 0.89127576  0.10872426]],,0
307.94912,46.24068,0.003866,0.000137,2.153923,2.57413,10.3884,FITST22/VLASS1.1.ql.T22t21.J203140+463000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA307.949DEC46.241.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=307.9491&DEC=46.2407&SR=0.01,[[ 0.59121889  0.40878111]],,0
308.22865,46.23405,0.003087,0.000137,2.167921,2.4691,9.8314,FITST22/VLASS1.1.ql.T22t21.J203140+463000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA308.229DEC46.234.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=308.2287&DEC=46.2341&SR=0.01,[[ 0.79921359  0.20078646]],,0
308.54364,46.16837,0.003085,0.000137,2.625578,2.35045,-10.0336,FITST22/VLASS1.1.ql.T22t21.J203140+463000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA308.544DEC46.168.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=308.5436&DEC=46.1684&SR=0.01,[[ 0.71323448  0.28676558]],,0
308.31696,46.12467,0.007106,0.000186,5.561389,2.61257,-9.5175,FITST22/VLASS1.1.ql.T22t21.J203140+463000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA308.317DEC46.125.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=308.317&DEC=46.1247&SR=0.01,[[ 0.7900306   0.20996943]],,0
308.32215,46.08549,0.002201,0.000137,3.04481,4.04679,9.9966,FITST22/VLASS1.1.ql.T22t21.J203140+463000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA308.322DEC46.085.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=308.3222&DEC=46.0855&SR=0.01,[[ 0.54665655  0.45334348]],,0
307.41797,46.00885,0.001326,0.000137,2.282151,2.78356,11.1449,FITST22/VLASS1.1.ql.T22t21.J203140+463000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA307.418DEC46.009.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=307.418&DEC=46.0089&SR=0.01,[[ 0.82261646  0.17738353]],,0
307.52986,47.8668,0.007512,0.000171,2.447197,3.43217,10.019,FITST22/VLASS1.1.ql.T22t21.J203215+473000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA307.53DEC47.867.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=307.5299&DEC=47.8668&SR=0.01,[[ 0.76882607  0.23117395]],,0
308.36638,47.86699,0.008252,0.000162,2.178429,2.37335,10.2112,FITST22/VLASS1.1.ql.T22t21.J203215+473000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA308.366DEC47.867.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=308.3664&DEC=47.867&SR=0.01,[[ 0.72212458  0.27787545]],,0
307.93927,47.86623,0.013775,0.000212,2.372479,2.4771,-7.9502,FITST22/VLASS1.1.ql.T22t21.J203215+473000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA307.939DEC47.866.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=307.9393&DEC=47.8662&SR=0.01,[[ 0.82571441  0.17428561]],,0
307.73009,47.82732,0.002279,0.00013,2.032725,2.3859,10.4454,FITST22/VLASS1.1.ql.T22t21.J203215+473000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA307.73DEC47.827.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=307.7301&DEC=47.8273&SR=0.01,[[ 0.83630341  0.1636966 ]],,0
308.30244,47.7814,0.002732,0.00013,4.175168,2.25976,-10.1294,FITST22/VLASS1.1.ql.T22t21.J203215+473000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA308.302DEC47.781.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=308.3024&DEC=47.7814&SR=0.01,[[ 0.81942862  0.18057136]],,0
308.24624,47.69194,0.011654,0.000306,8.36518,2.38938,-10.1905,FITST22/VLASS1.1.ql.T22t21.J203215+473000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA308.246DEC47.692.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=308.2462&DEC=47.6919&SR=0.01,[[ 0.29019859  0.70980138]],,0
307.58572,47.67888,0.014121,0.000242,2.462855,3.62212,9.4628,FITST22/VLASS1.1.ql.T22t21.J203215+473000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA307.586DEC47.679.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=307.5857&DEC=47.6789&SR=0.01,[[ 0.69777179  0.30222827]],,0
308.13234,47.66356,0.009133,0.000158,2.400251,2.10475,-10.0841,FITST22/VLASS1.1.ql.T22t21.J203215+473000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA308.132DEC47.664.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=308.1323&DEC=47.6636&SR=0.01,[[ 0.75933385  0.24066614]],,0
307.55128,47.65553,0.001334,0.00013,4.19525,7.21591,-9.6442,FITST22/VLASS1.1.ql.T22t21.J203215+473000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA307.551DEC47.656.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=307.5513&DEC=47.6555&SR=0.01,[[ 0.71380222  0.28619781]],,0
308.49719,47.64452,0.001359,0.00013,2.232181,3.06046,10.3447,FITST22/VLASS1.1.ql.T22t21.J203215+473000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA308.497DEC47.645.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=308.4972&DEC=47.6445&SR=0.01,[[ 0.90471238  0.09528767]],,0
308.5186,47.6397,0.001659,0.00013,2.469338,2.19523,-10.0391,FITST22/VLASS1.1.ql.T22t21.J203215+473000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA308.519DEC47.64.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=308.5186&DEC=47.6397&SR=0.01,[[ 0.79424125  0.20575874]],,0
308.20167,47.53738,0.004957,0.000131,2.196127,2.48107,-8.613,FITST22/VLASS1.1.ql.T22t21.J203215+473000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA308.202DEC47.537.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=308.2017&DEC=47.5374&SR=0.01,[[ 0.57846367  0.42153633]],,0
307.67296,47.5195,0.001886,0.000151,2.334382,2.81592,-9.8184,FITST22/VLASS1.1.ql.T22t21.J203215+473000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA307.673DEC47.52.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=307.673&DEC=47.5195&SR=0.01,[[ 0.64055097  0.359449  ]],,0
307.65833,47.50908,0.005256,0.000151,2.16405,2.38596,10.2648,FITST22/VLASS1.1.ql.T22t21.J203215+473000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA307.658DEC47.509.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=307.6583&DEC=47.5091&SR=0.01,[[ 0.77086639  0.22913365]],,0
307.65088,47.50414,0.005116,0.000151,2.678377,2.30267,12.1972,FITST22/VLASS1.1.ql.T22t21.J203215+473000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA307.651DEC47.504.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=307.6509&DEC=47.5041&SR=0.01,[[ 0.76591909  0.23408084]],,0
307.55812,47.45934,0.002404,0.00013,2.072173,2.46247,10.3607,FITST22/VLASS1.1.ql.T22t21.J203215+473000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA307.558DEC47.459.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=307.5581&DEC=47.4593&SR=0.01,[[ 0.86964464  0.13035536]],,0
308.14843,47.44779,0.001707,0.00013,3.060745,3.43341,10.2007,FITST22/VLASS1.1.ql.T22t21.J203215+473000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA308.148DEC47.448.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=308.1484&DEC=47.4478&SR=0.01,[[ 0.85243315  0.14756681]],,0
308.04377,47.43559,0.002414,0.00013,2.896694,2.62393,9.8209,FITST22/VLASS1.1.ql.T22t21.J203215+473000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA308.044DEC47.436.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=308.0438&DEC=47.4356&SR=0.01,[[ 0.86904883  0.13095117]],,0
308.04333,47.42959,0.001966,0.00013,2.114243,2.03997,-11.0194,FITST22/VLASS1.1.ql.T22t21.J203215+473000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA308.043DEC47.43.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=308.0433&DEC=47.4296&SR=0.01,[[ 0.64745408  0.35254592]],,0
308.19509,47.41303,0.001305,0.00013,2.875917,2.33351,-10.9393,FITST22/VLASS1.1.ql.T22t21.J203215+473000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA308.195DEC47.413.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=308.1951&DEC=47.413&SR=0.01,[[ 0.84765434  0.15234566]],,0
308.03606,47.39798,0.002318,0.00013,3.138254,2.17128,-10.08,FITST22/VLASS1.1.ql.T22t21.J203215+473000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA308.036DEC47.398.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=308.0361&DEC=47.398&SR=0.01,[[ 0.81132114  0.18867886]],,0
308.24358,47.39762,0.002917,0.00013,2.115209,2.44024,9.9704,FITST22/VLASS1.1.ql.T22t21.J203215+473000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA308.244DEC47.398.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=308.2436&DEC=47.3976&SR=0.01,[[ 0.88195211  0.11804795]],,0
308.73923,47.38689,0.004221,0.00013,2.333459,2.14814,-9.7296,FITST22/VLASS1.1.ql.T22t21.J203215+473000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA308.739DEC47.387.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=308.7392&DEC=47.3869&SR=0.01,[[ 0.83159029  0.16840975]],,0
307.97013,47.38553,0.003481,0.00013,2.319467,2.99761,10.3498,FITST22/VLASS1.1.ql.T22t21.J203215+473000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA307.97DEC47.386.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=307.9701&DEC=47.3855&SR=0.01,[[ 0.82909578  0.17090419]],,0
308.50602,47.34477,0.024326,0.000299,2.379487,2.12012,-9.9867,FITST22/VLASS1.1.ql.T22t21.J203215+473000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA308.506DEC47.345.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=308.506&DEC=47.3448&SR=0.01,[[ 0.73229927  0.26770079]],,0
308.38094,47.33535,0.003015,0.00013,2.307716,2.18052,9.5838,FITST22/VLASS1.1.ql.T22t21.J203215+473000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA308.381DEC47.335.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=308.3809&DEC=47.3354&SR=0.01,[[ 0.82761073  0.17238922]],,0
308.74587,47.32671,0.009056,0.000198,2.551601,2.49069,-10.2952,FITST22/VLASS1.1.ql.T22t21.J203215+473000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA308.746DEC47.327.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=308.7459&DEC=47.3267&SR=0.01,[[ 0.60988116  0.39011881]],,0
308.46991,47.32265,0.0014,0.00013,2.202253,2.03034,10.4456,FITST22/VLASS1.1.ql.T22t21.J203215+473000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA308.47DEC47.323.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=308.4699&DEC=47.3227&SR=0.01,[[ 0.75231349  0.24768646]],,0
308.45612,47.31776,0.001421,0.00013,2.667708,1.95776,-9.9486,FITST22/VLASS1.1.ql.T22t21.J203215+473000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA308.456DEC47.318.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=308.4561&DEC=47.3178&SR=0.01,[[ 0.81207532  0.1879247 ]],,0
308.72711,47.3135,0.009497,0.000199,2.341149,2.08805,12.0648,FITST22/VLASS1.1.ql.T22t21.J203215+473000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA308.727DEC47.314.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=308.7271&DEC=47.3135&SR=0.01,[[ 0.82660222  0.17339776]],,0
308.27757,47.24085,0.003649,0.00013,2.371763,2.1141,-10.0777,FITST22/VLASS1.1.ql.T22t21.J203215+473000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA308.278DEC47.241.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=308.2776&DEC=47.2409&SR=0.01,[[ 0.7593683   0.24063167]],,0
308.47122,47.17436,0.001662,0.00013,2.55176,2.09546,-9.8764,FITST22/VLASS1.1.ql.T22t21.J203215+473000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA308.471DEC47.174.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=308.4712&DEC=47.1744&SR=0.01,[[ 0.78839481  0.21160522]],,0
308.40495,47.15009,0.001944,0.00013,2.654193,2.30938,-10.0651,FITST22/VLASS1.1.ql.T22t21.J203215+473000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA308.405DEC47.15.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=308.405&DEC=47.1501&SR=0.01,[[ 0.61995512  0.38004482]],,0
308.79927,47.12113,0.001909,0.00013,2.438313,2.21866,-10.4246,FITST22/VLASS1.1.ql.T22t21.J203215+473000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA308.799DEC47.121.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=308.7993&DEC=47.1211&SR=0.01,[[ 0.72504419  0.27495581]],,0
308.61985,47.11473,0.001186,0.00013,3.796475,9.58343,-10.3414,FITST22/VLASS1.1.ql.T22t21.J203215+473000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA308.62DEC47.115.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=308.6199&DEC=47.1147&SR=0.01,[[ 0.58199632  0.41800368]],,0
308.81933,47.08945,0.003697,0.000131,0,0,0,FITST22/VLASS1.1.ql.T22t21.J203215+473000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA308.819DEC47.089.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=308.8193&DEC=47.0895&SR=0.01,[[ 0.86080039  0.13919967]],,0
307.98916,47.08137,0.013549,0.000192,2.398128,2.11357,-9.9472,FITST22/VLASS1.1.ql.T22t21.J203215+473000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA307.989DEC47.081.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=307.9892&DEC=47.0814&SR=0.01,[[ 0.58669007  0.41330993]],,0
307.39643,47.03742,0.00219,0.00013,2.101372,2.61986,-7.884,FITST22/VLASS1.1.ql.T22t21.J203215+473000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA307.396DEC47.037.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=307.3964&DEC=47.0374&SR=0.01,[[ 0.714674    0.28532606]],,0
307.84344,47.03043,0.003924,0.00013,2.127459,2.46358,10.6387,FITST22/VLASS1.1.ql.T22t21.J203215+473000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA307.843DEC47.03.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=307.8434&DEC=47.0304&SR=0.01,[[ 0.72247809  0.27752194]],,0
308.18696,46.99682,0.000849,0.00013,5.072321,9.27457,13.264,FITST22/VLASS1.1.ql.T22t21.J203215+473000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA308.187DEC46.997.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=308.187&DEC=46.9968&SR=0.01,[[ 0.58631992  0.41368005]],,0
308.32913,46.99644,0.001995,0.000136,5.83595,4.21425,-9.8878,FITST22/VLASS1.1.ql.T22t21.J203215+473000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA308.329DEC46.996.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=308.3291&DEC=46.9964&SR=0.01,[[ 0.49605826  0.50394177]],,0
308.32107,46.99589,0.00072,0.000136,5.430343,8.27513,-9.7049,FITST22/VLASS1.1.ql.T22t21.J203215+473000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA308.321DEC46.996.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=308.3211&DEC=46.9959&SR=0.01,[[ 0.33565825  0.66434181]],,0
