# ra(J2000),dec(J2000),amp(Jy/beam),rms(Jy/beam),FWHMy(arcsec),FWHMx(arcsec),Bpa(degrees),FieldName,"png image link (Notes: If a link fails, it's because the ROUND feature dropped trailing zeros in the coordinates, so try putting them in by hand. Some artifacts have been kept in, and are distiguished by very large FWHM in one axis and very narrow in another.)  ",NED Lookup,"[[prob Compact, prob Complex]] (output of binary CNN used to identify interesting and complex sources) ",,Artifact Flag
296.23438,51.36973,0.00335,0.000122,2.297752,2.48507,7.7647,FITST23/VLASS1.1.ql.T23t20.J194740+513000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST23/RA296.234DEC51.37.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=296.9416&DEC=50.8835&SR=0.01,[[ 0.84676647  0.15323357]],,0
296.23062,49.81314,0.001884,0.000134,4.749119,3.41796,-9.7975,FITST23/VLASS1.1.ql.T23t20.J194543+493000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST23/RA296.231DEC49.813.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=294.8738&DEC=51.0131&SR=0.01,[[ 0.5986557   0.40134427]],,0
296.23044,50.58291,0.002867,0.00016,2.523536,2.39737,-10.0397,FITST23/VLASS1.1.ql.T23t20.J194640+503000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST23/RA296.23DEC50.583.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=278.7378&DEC=51.8094&SR=0.01,[[ 0.86443567  0.13556433]],,0
296.22627,50.68775,0.008903,0.00016,2.547923,2.33068,9.7995,FITST23/VLASS1.1.ql.T23t20.J194640+503000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST23/RA296.226DEC50.688.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=285.1364&DEC=50.3747&SR=0.01,[[ 0.80214685  0.19785312]],,0
296.21606,49.19649,0.082823,0.000991,2.455233,2.27411,3.1538,FITST23/VLASS1.1.ql.T23t20.J194543+493000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST23/RA296.216DEC49.196.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=294.5284&DEC=50.3053&SR=0.01,[[ 0.77778846  0.22221154]],,0
296.21251,49.48883,0.002992,0.000134,3.182876,4.01262,5.9316,FITST23/VLASS1.1.ql.T23t20.J194543+493000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST23/RA296.213DEC49.489.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=299.6246&DEC=51.85&SR=0.01,[[ 0.88154846  0.1184515 ]],,0
296.20061,50.52501,0.007912,0.000691,15.501732,18.72269,32.0918,FITST23/VLASS1.1.ql.T23t20.J194640+503000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST23/RA296.201DEC50.525.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=267.2592&DEC=49.216&SR=0.01,[[ 0.00154389  0.99845612]],,0
296.17895,50.56933,0.004758,0.00016,2.208312,2.40576,8.2022,FITST23/VLASS1.1.ql.T23t20.J194640+503000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST23/RA296.179DEC50.569.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=290.2266&DEC=51.1232&SR=0.01,[[ 0.60109931  0.39890063]],,0
296.17066,48.22503,0.00131,0.000124,2.20824,2.72452,9.0713,FITST23/VLASS1.1.ql.T23t20.J194450+483000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST23/RA296.171DEC48.225.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=281.7703&DEC=50.5406&SR=0.01,[[ 0.77785265  0.22214735]],,0
296.12398,48.60597,0.001245,0.000124,2.972943,2.82637,-5.7589,FITST23/VLASS1.1.ql.T23t20.J194450+483000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST23/RA296.124DEC48.606.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=271.7817&DEC=51.7192&SR=0.01,[[ 0.55709678  0.44290319]],,0
296.12326,49.06867,0.00504,0.000243,2.510103,2.28572,9.5129,FITST23/VLASS1.1.ql.T23t20.J194543+493000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST23/RA296.123DEC49.069.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=296.711&DEC=50.226&SR=0.01,[[ 0.78179961  0.21820037]],,0
296.1207,48.6075,0.001411,0.000124,4.049485,3.0259,9.7228,FITST23/VLASS1.1.ql.T23t20.J194450+483000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST23/RA296.121DEC48.608.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=284.7744&DEC=48.5989&SR=0.01,[[ 0.63060081  0.3693991 ]],,0
296.09476,49.06678,0.017006,0.000242,2.47515,2.27576,-9.4047,FITST23/VLASS1.1.ql.T23t20.J194543+493000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST23/RA296.095DEC49.067.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=274.2951&DEC=49.8529&SR=0.01,[[ 0.747177    0.25282297]],,0
296.06886,51.33655,0.010266,0.000168,2.26368,2.49509,-10.591,FITST23/VLASS1.1.ql.T23t20.J194118+513000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST23/RA296.069DEC51.337.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=284.1104&DEC=48.1792&SR=0.01,[[ 0.70885813  0.2911419 ]],,0
296.06273,51.12787,0.001791,0.000134,2.226988,2.44117,-10.568,FITST23/VLASS1.1.ql.T23t20.J194118+513000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST23/RA296.063DEC51.128.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=299.5915&DEC=49.3866&SR=0.01,[[ 0.74006861  0.25993142]],,0
296.04879,48.59917,0.002698,0.000124,2.389149,2.21264,10.142,FITST23/VLASS1.1.ql.T23t20.J194450+483000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST23/RA296.049DEC48.599.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=275.8353&DEC=51.6552&SR=0.01,[[ 0.77443355  0.22556643]],,0
296.03943,51.59884,0.012381,0.0002,2.442822,2.8504,-13.4336,FITST23/VLASS1.1.ql.T23t20.J194118+513000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST23/RA296.039DEC51.599.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=292.7822&DEC=50.733&SR=0.01,[[ 0.75010908  0.24989086]],,0
296.03653,49.90639,0.00153,0.000134,2.190302,2.66337,-10.3409,FITST23/VLASS1.1.ql.T23t20.J194543+493000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST23/RA296.037DEC49.906.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=283.1072&DEC=51.5969&SR=0.01,[[ 0.79336619  0.20663379]],,0
296.03167,51.82332,0.001167,0.000134,2.204599,3.19227,-10.1096,FITST23/VLASS1.1.ql.T23t20.J194118+513000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST23/RA296.032DEC51.823.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=287.6882&DEC=51.9861&SR=0.01,[[ 0.83895779  0.16104226]],,0
296.02704,50.42423,0.003696,0.00016,2.73308,6.13621,-10.1894,FITST23/VLASS1.1.ql.T23t20.J194640+503000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST23/RA296.027DEC50.424.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=281.6596&DEC=49.2635&SR=0.01,[[ 0.71863246  0.2813676 ]],,0
296.02039,48.80315,0.001226,0.000124,3.09372,2.57875,9.6873,FITST23/VLASS1.1.ql.T23t20.J194450+483000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST23/RA296.02DEC48.803.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=280.4346&DEC=51.5649&SR=0.01,[[ 0.73693413  0.26306593]],,0
295.99756,51.16943,0.001561,0.000134,2.281135,2.86689,-10.3252,FITST23/VLASS1.1.ql.T23t20.J194118+513000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST23/RA295.998DEC51.169.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=257.1204&DEC=51.9549&SR=0.01,[[ 0.84580368  0.15419631]],,0
295.98905,48.32703,0.001197,0.000124,2.437513,2.30892,10.3409,FITST23/VLASS1.1.ql.T23t20.J194450+483000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST23/RA295.989DEC48.327.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=270.1394&DEC=49.4256&SR=0.01,[[ 0.52673596  0.47326404]],,0
295.97921,51.27049,0.001483,0.000134,2.149473,2.68397,9.5764,FITST23/VLASS1.1.ql.T23t20.J194118+513000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST23/RA295.979DEC51.27.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=278.3915&DEC=51.481&SR=0.01,[[ 0.68980193  0.31019807]],,0
295.97475,51.75185,0.004463,0.000272,11.255719,4.70341,10.0196,FITST23/VLASS1.1.ql.T23t20.J194118+513000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST23/RA295.975DEC51.752.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=256.5857&DEC=51.1911&SR=0.01,[[ 0.43898031  0.56101972]],,0
295.97277,49.21808,0.002231,0.000134,2.462345,2.31765,-9.2972,FITST23/VLASS1.1.ql.T23t20.J194543+493000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST23/RA295.973DEC49.218.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=299.244&DEC=49.4032&SR=0.01,[[ 0.80224937  0.19775063]],,0
295.97196,48.50816,0.002824,0.000124,2.556529,2.35733,-12.536,FITST23/VLASS1.1.ql.T23t20.J194450+483000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST23/RA295.972DEC48.508.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=264.2828&DEC=51.8259&SR=0.01,[[ 0.59449917  0.4055008 ]],,0
295.97138,51.74971,0.004209,0.000272,11.550661,4.88752,10.0286,FITST23/VLASS1.1.ql.T23t20.J194118+513000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST23/RA295.971DEC51.75.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=262.0292&DEC=48.7661&SR=0.01,[[ 0.29432917  0.70567077]],,0
295.96762,49.94158,0.001957,0.000157,5.886349,12.02308,-9.8202,FITST23/VLASS1.1.ql.T23t20.J194543+493000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST23/RA295.968DEC49.942.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=267.5834&DEC=51.7783&SR=0.01,[[ 0.39520532  0.60479462]],,0
295.9645,49.93651,0.000689,0.000157,24.124949,6.82414,-9.8661,FITST23/VLASS1.1.ql.T23t20.J194543+493000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST23/RA295.965DEC49.937.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=271.6533&DEC=51.6196&SR=0.01,[[ 0.37734267  0.6226573 ]],,0
295.96294,49.93934,0.001681,0.000158,6.19894,15.31923,-9.7822,FITST23/VLASS1.1.ql.T23t20.J194543+493000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST23/RA295.963DEC49.939.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=280.3193&DEC=51.1258&SR=0.01,[[ 0.29683992  0.70316005]],,0
295.9625,51.74209,0.004914,0.000273,11.854754,3.5966,13.2917,FITST23/VLASS1.1.ql.T23t20.J194118+513000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST23/RA295.963DEC51.742.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=255.7976&DEC=49.3268&SR=0.01,[[ 0.30258274  0.69741732]],,0
295.95796,51.73933,0.004911,0.000273,11.827817,3.60556,10.149,FITST23/VLASS1.1.ql.T23t20.J194118+513000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST23/RA295.958DEC51.739.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=274.0155&DEC=48.0377&SR=0.01,[[ 0.73551124  0.26448873]],,0
295.91443,50.54219,0.008767,0.00016,2.445267,2.33788,9.9134,FITST23/VLASS1.1.ql.T23t20.J194640+503000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST23/RA295.914DEC50.542.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=298.75&DEC=48.4237&SR=0.01,[[ 0.91617525  0.08382469]],,0
295.9143,50.54211,0.00875,0.000173,2.435512,2.32984,9.9114,FITST23/VLASS1.1.ql.T23t20.J194026+503000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST23/RA295.914DEC50.542.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=270.6314&DEC=48.328&SR=0.01,[[ 0.69280732  0.30719265]],,0
295.91039,51.74055,0.001449,0.000134,2.581152,2.14226,10.4382,FITST23/VLASS1.1.ql.T23t20.J194118+513000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST23/RA295.91DEC51.741.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=293.6927&DEC=49.1782&SR=0.01,[[ 0.70287824  0.29712173]],,0
295.90751,51.36018,0.004473,0.000134,2.560928,2.41595,9.9476,FITST23/VLASS1.1.ql.T23t20.J194118+513000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST23/RA295.908DEC51.36.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=285.2755&DEC=51.6397&SR=0.01,[[ 0.79529154  0.20470846]],,0
295.87724,50.34091,0.001072,0.000136,3.347542,6.45651,10.3863,FITST23/VLASS1.1.ql.T23t20.J194026+503000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST23/RA295.877DEC50.341.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=256.5165&DEC=48.9358&SR=0.01,[[ 0.70760965  0.29239032]],,0
295.8771,50.34082,0.001079,0.00016,6.481628,3.31065,-10.0159,FITST23/VLASS1.1.ql.T23t20.J194640+503000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST23/RA295.877DEC50.341.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=267.3407&DEC=50.8878&SR=0.01,[[ 0.65651208  0.34348798]],,0
295.8731,51.77636,0.001149,0.000134,2.721285,3.23481,8.2201,FITST23/VLASS1.1.ql.T23t20.J194118+513000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST23/RA295.873DEC51.776.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=264.8414&DEC=50.3479&SR=0.01,[[ 0.74416888  0.25583115]],,0
295.86899,50.01053,0.001227,0.000134,2.247426,2.9126,-9.8926,FITST23/VLASS1.1.ql.T23t20.J194543+493000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST23/RA295.869DEC50.011.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=262.0778&DEC=50.2196&SR=0.01,[[ 0.6851877   0.31481227]],,0
295.85853,49.88216,0.001645,0.000134,4.329485,2.90083,10.0398,FITST23/VLASS1.1.ql.T23t20.J194543+493000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST23/RA295.859DEC49.882.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=269.9312&DEC=51.2975&SR=0.01,[[ 0.85376149  0.14623849]],,0
295.8536,49.33975,0.004007,0.000134,2.285428,2.35239,10.8249,FITST23/VLASS1.1.ql.T23t20.J194543+493000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST23/RA295.854DEC49.34.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=274.2374&DEC=48.3058&SR=0.01,[[ 0.56003988  0.43996006]],,0
295.84301,50.07796,0.003078,0.000136,2.547795,2.20462,9.1297,FITST23/VLASS1.1.ql.T23t20.J194026+503000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST23/RA295.843DEC50.078.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=279.9265&DEC=50.8642&SR=0.01,[[ 0.70878828  0.29121166]],,0
295.84085,51.07285,0.006125,0.000137,2.564663,2.22533,-9.2111,FITST23/VLASS1.1.ql.T23t20.J194118+513000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST23/RA295.841DEC51.073.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=294.9312&DEC=50.4117&SR=0.01,[[ 0.60915166  0.39084834]],,0
295.80995,48.16992,0.001752,0.000124,2.490565,2.83888,10.6751,FITST23/VLASS1.1.ql.T23t20.J194450+483000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST23/RA295.81DEC48.17.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=281.2448&DEC=49.4248&SR=0.01,[[ 0.67749041  0.32250953]],,0
295.80926,50.66342,0.001633,0.000136,3.109742,2.27375,-9.5767,FITST23/VLASS1.1.ql.T23t20.J194026+503000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST23/RA295.809DEC50.663.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=290.2281&DEC=49.8277&SR=0.01,[[ 0.80868143  0.19131854]],,0
295.79595,51.49746,0.000999,0.000134,4.973359,2.6589,-9.5478,FITST23/VLASS1.1.ql.T23t20.J194118+513000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST23/RA295.796DEC51.497.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=263.8043&DEC=51.5065&SR=0.01,[[ 0.7804451   0.21955492]],,0
295.79273,50.92475,0.007119,0.000146,2.55244,2.31711,9.742,FITST23/VLASS1.1.ql.T23t20.J194026+503000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST23/RA295.793DEC50.925.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=291.9549&DEC=49.6281&SR=0.01,[[ 0.69201154  0.30798849]],,0
295.78612,50.77865,0.001485,0.000136,2.365224,2.73832,-14.0661,FITST23/VLASS1.1.ql.T23t20.J194026+503000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST23/RA295.786DEC50.779.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=300.1129&DEC=50.2125&SR=0.01,[[ 0.8125844   0.18741563]],,0
295.77785,51.74435,0.002137,0.000134,3.161948,2.87174,-10.0258,FITST23/VLASS1.1.ql.T23t20.J194118+513000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST23/RA295.778DEC51.744.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=255.1221&DEC=51.6571&SR=0.01,[[ 0.77825981  0.22174019]],,0
295.7756,51.52381,0.002067,0.000134,2.791686,2.21644,9.5863,FITST23/VLASS1.1.ql.T23t20.J194118+513000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST23/RA295.776DEC51.524.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=293.2917&DEC=51.6751&SR=0.01,[[ 0.8633945   0.13660555]],,0
295.73242,50.5306,0.003208,0.000149,2.734403,3.05726,10.3269,FITST23/VLASS1.1.ql.T23t20.J194026+503000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST23/RA295.732DEC50.531.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=269.4826&DEC=51.1454&SR=0.01,[[ 0.8236832   0.17631677]],,0
295.73214,48.05626,0.001059,0.000124,5.170115,2.73442,9.9337,FITST23/VLASS1.1.ql.T23t20.J194450+483000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST23/RA295.732DEC48.056.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=269.3549&DEC=50.2248&SR=0.01,[[ 0.75669742  0.24330258]],,0
295.72387,51.81551,0.004326,0.000137,2.618222,4.16324,-9.619,FITST23/VLASS1.1.ql.T23t20.J194118+513000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST23/RA295.724DEC51.816.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=283.8409&DEC=50.9278&SR=0.01,[[ 0.81108683  0.1889132 ]],,0
295.72082,50.54424,0.003668,0.000149,4.617093,3.33546,-9.6308,FITST23/VLASS1.1.ql.T23t20.J194026+503000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST23/RA295.721DEC50.544.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=263.1506&DEC=49.8288&SR=0.01,[[ 0.82615781  0.17384219]],,0
295.71906,49.31702,0.00128,0.000134,2.75481,2.28946,9.174,FITST23/VLASS1.1.ql.T23t20.J194543+493000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST23/RA295.719DEC49.317.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=276.8816&DEC=50.9638&SR=0.01,[[ 0.7403273  0.2596727]],,0
295.67741,48.52437,0.004661,0.000141,3.47397,2.56895,8.0075,FITST23/VLASS1.1.ql.T23t20.J194450+483000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST23/RA295.677DEC48.524.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=289.552&DEC=49.5078&SR=0.01,[[ 0.38704896  0.61295104]],,0
