# ra(J2000),dec(J2000),amp(Jy/beam),rms(Jy/beam),FWHMy(arcsec),FWHMx(arcsec),Bpa(degrees),FieldName,"png image link (Notes: If a link fails, it's because the ROUND feature dropped trailing zeros in the coordinates, so try putting them in by hand. Some artifacts have been kept in, and are distiguished by very large FWHM in one axis and very narrow in another.)  ",NED Lookup,"[[prob Compact, prob Complex]] (output of binary CNN used to identify interesting and complex sources) "
228.87664,20.38466,0.00068,0.00013,7.238834,22.66402,-8.7899,VLASS1.1.ql.T16t21.J151453+203000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA228.877DEC20.385.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=228.8766&DEC=20.3847&SR=0.01,[[ 0.14583768  0.85416234]]
228.86684,20.70232,0.00123,0.000116,2.537896,3.33768,-10.0427,VLASS1.1.ql.T16t21.J151453+203000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA228.867DEC20.702.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=228.8668&DEC=20.7023&SR=0.01,[[ 0.91232383  0.08767614]]
228.85195,20.87272,0.001317,0.000116,2.877722,2.35223,-4.9495,VLASS1.1.ql.T16t21.J151453+203000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA228.852DEC20.873.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=228.852&DEC=20.8727&SR=0.01,[[ 0.77229398  0.227706  ]]
228.85102,21.73065,0.001384,0.000119,2.986787,2.14467,-9.1851,VLASS1.1.ql.T16t21.J151459+213000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA228.851DEC21.731.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=228.851&DEC=21.7307&SR=0.01,[[ 0.80671042  0.19328958]]
228.84836,22.1326,0.001444,0.000135,2.324106,2.69503,-10.6067,VLASS1.1.ql.T16t21.J151505+223000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA228.848DEC22.133.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=228.8484&DEC=22.1326&SR=0.01,[[ 0.81072068  0.18927927]]
228.84497,20.56937,0.001346,0.000116,2.765518,2.86259,-10.4076,VLASS1.1.ql.T16t21.J151453+203000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA228.845DEC20.569.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=228.845&DEC=20.5694&SR=0.01,[[ 0.70056051  0.29943952]]
228.82781,23.04928,0.006025,0.000443,2.422449,2.57535,9.6115,VLASS1.1.ql.T16t21.J151512+233000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA228.828DEC23.049.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=228.8278&DEC=23.0493&SR=0.01,[[ 0.75524169  0.24475829]]
228.81682,23.08769,0.008516,0.000443,2.678191,3.07415,9.8131,VLASS1.1.ql.T16t21.J151512+233000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA228.817DEC23.088.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=228.8168&DEC=23.0877&SR=0.01,[[ 0.69645613  0.30354384]]
228.80964,23.08988,0.006912,0.000443,2.321035,2.48313,-10.1398,VLASS1.1.ql.T16t21.J151512+233000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA228.81DEC23.09.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=228.8096&DEC=23.0899&SR=0.01,[[ 0.71672124  0.28327873]]
228.79758,21.29484,0.01486,0.000221,2.336113,2.77556,-10.0787,VLASS1.1.ql.T16t21.J151459+213000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA228.798DEC21.295.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=228.7976&DEC=21.2948&SR=0.01,[[ 0.89054328  0.10945664]]
228.79488,20.82457,0.004555,0.000128,2.977192,2.44636,7.3553,VLASS1.1.ql.T16t21.J151453+203000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA228.795DEC20.825.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=228.7949&DEC=20.8246&SR=0.01,[[ 0.91766739  0.08233263]]
228.78741,21.1465,0.002213,0.000119,2.417919,2.93513,-10.1758,VLASS1.1.ql.T16t21.J151459+213000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA228.787DEC21.147.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=228.7874&DEC=21.1465&SR=0.01,[[ 0.55475026  0.4452498 ]]
228.78601,21.5629,0.044633,0.000709,3.120455,2.78718,-6.0764,VLASS1.1.ql.T16t21.J151459+213000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA228.786DEC21.563.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=228.786&DEC=21.5629&SR=0.01,[[ 0.74416924  0.25583079]]
228.78556,20.7319,0.00334,0.000123,2.326523,3.13389,11.9863,VLASS1.1.ql.T16t21.J151453+203000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA228.786DEC20.732.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=228.7856&DEC=20.7319&SR=0.01,[[ 0.7787711   0.22122891]]
228.77748,21.34409,0.002532,0.000119,2.367445,2.71356,15.3985,VLASS1.1.ql.T16t21.J151459+213000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA228.777DEC21.344.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=228.7775&DEC=21.3441&SR=0.01,[[ 0.73564112  0.26435885]]
228.77193,20.08303,0.001465,0.00012,3.261455,2.48285,-4.9394,VLASS1.1.ql.T16t21.J151453+203000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA228.772DEC20.083.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=228.7719&DEC=20.083&SR=0.01,[[ 0.88034338  0.1196566 ]]
228.76432,22.52931,0.005018,0.000358,18.074201,8.02128,-0.0576,VLASS1.1.ql.T16t21.J151505+223000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA228.764DEC22.529.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=228.7643&DEC=22.5293&SR=0.01,[[ 0.06036969  0.93963033]]
228.74422,20.64488,0.001316,0.000116,3.101007,3.92678,9.6161,VLASS1.1.ql.T16t21.J151453+203000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA228.744DEC20.645.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=228.7442&DEC=20.6449&SR=0.01,[[ 0.80224407  0.19775592]]
228.73055,21.118,0.002215,0.000119,2.444485,3.00657,12.1824,VLASS1.1.ql.T16t21.J151459+213000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA228.731DEC21.118.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=228.7306&DEC=21.118&SR=0.01,[[ 0.67904061  0.32095942]]
228.72995,21.64445,0.001858,0.000119,3.10795,3.03398,-10.788,VLASS1.1.ql.T16t21.J151459+213000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA228.73DEC21.644.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=228.73&DEC=21.6445&SR=0.01,[[ 0.72980213  0.27019781]]
228.72962,21.42053,0.001187,0.000119,2.159051,3.44367,-9.6901,VLASS1.1.ql.T16t21.J151459+213000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA228.73DEC21.421.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=228.7296&DEC=21.4205&SR=0.01,[[ 0.85622138  0.14377868]]
228.72567,19.99795,0.010425,0.000217,3.112386,2.43804,13.5529,VLASS1.1.ql.T16t21.J151453+203000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA228.726DEC19.998.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=228.7257&DEC=19.998&SR=0.01,[[ 0.75390816  0.24609186]]
228.71867,23.17257,0.008684,0.000443,2.450781,2.26712,10.0223,VLASS1.1.ql.T16t21.J151512+233000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA228.719DEC23.173.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=228.7187&DEC=23.1726&SR=0.01,[[ 0.85232288  0.14767706]]
228.71267,20.81228,0.002269,0.000116,2.49198,2.94491,-9.891,VLASS1.1.ql.T16t21.J151453+203000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA228.713DEC20.812.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=228.7127&DEC=20.8123&SR=0.01,[[ 0.74331832  0.25668171]]
228.70685,22.75581,0.032778,0.000424,2.574114,2.35596,10.2136,VLASS1.1.ql.T16t21.J151505+223000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA228.707DEC22.756.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=228.7069&DEC=22.7558&SR=0.01,[[ 0.79916424  0.20083576]]
228.70427,21.16659,0.002991,0.000119,3.249255,2.79116,9.597,VLASS1.1.ql.T16t21.J151459+213000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA228.704DEC21.167.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=228.7043&DEC=21.1666&SR=0.01,[[ 0.62221837  0.37778163]]
228.68426,20.70346,0.02403,0.00035,2.377359,3.09754,-9.9578,VLASS1.1.ql.T16t21.J151453+203000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA228.684DEC20.703.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=228.6843&DEC=20.7035&SR=0.01,[[ 0.77048147  0.22951855]]
228.68156,22.62755,0.004626,0.00021,7.335888,3.55475,-9.7245,VLASS1.1.ql.T16t21.J151505+223000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA228.682DEC22.628.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=228.6816&DEC=22.6276&SR=0.01,[[ 0.39159316  0.60840684]]
228.67995,23.36278,0.004203,0.000443,2.844734,3.00393,-7.3571,VLASS1.1.ql.T16t21.J151512+233000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA228.68DEC23.363.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=228.68&DEC=23.3628&SR=0.01,[[ 0.65873218  0.34126776]]
228.67624,22.1069,0.001691,0.000135,2.946006,2.46747,-7.7723,VLASS1.1.ql.T16t21.J151505+223000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA228.676DEC22.107.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=228.6762&DEC=22.1069&SR=0.01,[[ 0.79606521  0.20393482]]
228.66403,22.07313,0.001426,0.000135,3.106078,5.16147,-10.2009,VLASS1.1.ql.T16t21.J151505+223000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA228.664DEC22.073.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=228.664&DEC=22.0731&SR=0.01,[[ 0.75154275  0.24845727]]
228.66284,21.77603,0.001746,0.000119,2.13654,3.10675,-10.2273,VLASS1.1.ql.T16t21.J151459+213000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA228.663DEC21.776.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=228.6628&DEC=21.776&SR=0.01,[[ 0.83436161  0.16563846]]
228.65272,20.43721,0.001279,0.000116,2.384977,3.19195,-10.0859,VLASS1.1.ql.T16t21.J151453+203000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA228.653DEC20.437.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=228.6527&DEC=20.4372&SR=0.01,[[ 0.83732754  0.16267246]]
228.63339,21.71339,0.002834,0.00012,2.848098,2.67869,-11.3355,VLASS1.1.ql.T16t21.J151459+213000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA228.633DEC21.713.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=228.6334&DEC=21.7134&SR=0.01,[[ 0.56273645  0.43726346]]
228.62786,20.02237,0.00214,0.000146,2.316955,3.08411,-9.8699,VLASS1.1.ql.T16t21.J151453+203000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA228.628DEC20.022.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=228.6279&DEC=20.0224&SR=0.01,[[ 0.7007311   0.29926896]]
228.61486,21.85462,0.002239,0.000119,2.553023,3.2004,3.1083,VLASS1.1.ql.T16t21.J151459+213000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA228.615DEC21.855.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=228.6149&DEC=21.8546&SR=0.01,[[ 0.54974121  0.45025879]]
228.61172,21.6513,0.002335,0.000122,2.661885,2.29672,-8.3732,VLASS1.1.ql.T16t21.J151459+213000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA228.612DEC21.651.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=228.6117&DEC=21.6513&SR=0.01,[[ 0.78143126  0.21856873]]
228.60602,22.27167,0.00837,0.000158,2.35673,2.69229,-10.0454,VLASS1.1.ql.T16t21.J151505+223000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA228.606DEC22.272.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=228.606&DEC=22.2717&SR=0.01,[[ 0.9371385   0.06286152]]
228.59604,21.54031,0.022597,0.000403,3.813358,2.83884,-9.5411,VLASS1.1.ql.T16t21.J151459+213000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA228.596DEC21.54.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=228.596&DEC=21.5403&SR=0.01,[[ 0.75051004  0.24949002]]
228.59526,20.9998,0.001867,0.000119,2.369513,2.91159,-9.8091,VLASS1.1.ql.T16t21.J151459+213000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA228.595DEC21.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=228.5953&DEC=20.9998&SR=0.01,[[ 0.60306746  0.39693254]]
228.59501,20.99956,0.001892,0.000116,2.418642,3.09195,-9.8156,VLASS1.1.ql.T16t21.J151453+203000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA228.595DEC21.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=228.595&DEC=20.9996&SR=0.01,[[ 0.84156519  0.15843485]]
228.58961,21.93082,0.00915,0.0002,2.442312,3.0877,-9.996,VLASS1.1.ql.T16t21.J151459+213000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA228.59DEC21.931.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=228.5896&DEC=21.9308&SR=0.01,[[ 0.70366526  0.29633474]]
228.58703,21.64498,0.001852,0.000119,2.51615,3.17955,-10.0766,VLASS1.1.ql.T16t21.J151459+213000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA228.587DEC21.645.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=228.587&DEC=21.645&SR=0.01,[[ 0.78308427  0.21691573]]
228.58053,21.92508,0.007851,0.000201,3.126479,2.47163,7.2858,VLASS1.1.ql.T16t21.J151459+213000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA228.581DEC21.925.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=228.5805&DEC=21.9251&SR=0.01,[[ 0.58242953  0.41757041]]
228.57298,21.89954,0.005451,0.000162,5.639691,3.07836,-10.0359,VLASS1.1.ql.T16t21.J151459+213000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA228.573DEC21.9.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=228.573&DEC=21.8995&SR=0.01,[[ 0.38547754  0.61452246]]
228.55919,21.50532,0.00212,0.000126,2.329041,3.14328,9.114,VLASS1.1.ql.T16t21.J151459+213000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA228.559DEC21.505.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=228.5592&DEC=21.5053&SR=0.01,[[ 0.75705498  0.24294508]]
228.54543,20.40094,0.005654,0.000138,3.16142,2.39533,16.7068,VLASS1.1.ql.T16t21.J151453+203000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA228.545DEC20.401.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=228.5454&DEC=20.4009&SR=0.01,[[ 0.75715381  0.24284615]]
228.54166,21.58341,0.001255,0.000119,2.557419,2.10961,-11.0733,VLASS1.1.ql.T16t21.J151459+213000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA228.542DEC21.583.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=228.5417&DEC=21.5834&SR=0.01,[[ 0.85746276  0.14253721]]
228.53555,22.05506,0.00132,0.000135,2.804144,2.27895,10.1172,VLASS1.1.ql.T16t21.J151505+223000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA228.536DEC22.055.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=228.5356&DEC=22.0551&SR=0.01,[[ 0.67397672  0.32602331]]
228.53527,22.0508,0.00142,0.000135,2.625161,3.32971,-9.6549,VLASS1.1.ql.T16t21.J151505+223000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA228.535DEC22.051.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=228.5353&DEC=22.0508&SR=0.01,[[ 0.83100212  0.16899791]]
228.53451,22.75482,0.00114,0.000135,3.745507,2.55776,-3.2474,VLASS1.1.ql.T16t21.J151505+223000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA228.535DEC22.755.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=228.5345&DEC=22.7548&SR=0.01,[[ 0.78322238  0.21677756]]
228.51587,20.95494,0.001125,0.000116,3.932644,4.10622,-9.2232,VLASS1.1.ql.T16t21.J151453+203000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA228.516DEC20.955.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=228.5159&DEC=20.9549&SR=0.01,[[ 0.75413156  0.24586846]]
228.51514,22.39204,0.076691,0.001168,2.779567,3.18593,-9.8308,VLASS1.1.ql.T16t21.J151505+223000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA228.515DEC22.392.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=228.5151&DEC=22.392&SR=0.01,[[ 0.78048605  0.21951395]]
228.48671,22.10506,0.003515,0.000135,2.335071,2.6345,-9.9288,VLASS1.1.ql.T16t21.J151505+223000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA228.487DEC22.105.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=228.4867&DEC=22.1051&SR=0.01,[[ 0.81161487  0.18838511]]
228.48086,21.23789,0.002567,0.000119,2.756881,2.56302,10.6155,VLASS1.1.ql.T16t21.J151459+213000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA228.481DEC21.238.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=228.4809&DEC=21.2379&SR=0.01,[[ 0.9130218   0.08697819]]
228.47452,21.56856,0.009477,0.000211,2.804268,3.36227,9.7485,VLASS1.1.ql.T16t21.J151459+213000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA228.475DEC21.569.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=228.4745&DEC=21.5686&SR=0.01,[[ 0.70401734  0.29598266]]
228.47097,21.571,0.005683,0.000211,2.670759,3.34583,9.7019,VLASS1.1.ql.T16t21.J151459+213000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA228.471DEC21.571.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=228.471&DEC=21.571&SR=0.01,[[ 0.70469713  0.2953029 ]]
228.46393,20.81004,0.007689,0.000152,2.398681,3.05575,-9.8982,VLASS1.1.ql.T16t21.J151453+203000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA228.464DEC20.81.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=228.4639&DEC=20.81&SR=0.01,[[ 0.86650896  0.13349107]]
228.46139,20.78867,0.002818,0.000122,3.012428,3.92466,9.4752,VLASS1.1.ql.T16t21.J151453+203000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA228.461DEC20.789.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=228.4614&DEC=20.7887&SR=0.01,[[ 0.68264502  0.31735498]]
