# ra(J2000),dec(J2000),amp(Jy/beam),rms(Jy/beam),FWHMy(arcsec),FWHMx(arcsec),Bpa(degrees),FieldName,"png image link (Notes: If a link fails, it's because the ROUND feature dropped trailing zeros in the coordinates, so try putting them in by hand. Some artifacts have been kept in, and are distiguished by very large FWHM in one axis and very narrow in another.)  ",NED Lookup,"[[prob Compact, prob Complex]] (output of binary CNN used to identify interesting and complex sources) "
239.34507,21.93313,0.002738,0.000145,3.461814,2.42466,9.9464,VLASS1.1.ql.T16t22.J155542+213000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA239.345DEC21.933.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=239.3451&DEC=21.9331&SR=0.01,[[ 0.73886704  0.26113293]]
239.34027,22.58308,0.005543,0.000143,2.329689,3.35825,-9.823,VLASS1.1.ql.T16t22.J155547+223000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA239.34DEC22.583.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=239.3403&DEC=22.5831&SR=0.01,[[ 0.68043005  0.31956989]]
239.33296,22.7105,0.003219,0.000139,2.269314,2.59887,-10.0051,VLASS1.1.ql.T16t22.J155547+223000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA239.333DEC22.711.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=239.333&DEC=22.7105&SR=0.01,[[ 0.62094802  0.37905198]]
239.31358,23.36558,0.002537,0.000135,2.539577,2.4458,10.1647,VLASS1.1.ql.T16t22.J155551+233000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA239.314DEC23.366.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=239.3136&DEC=23.3656&SR=0.01,[[ 0.72370136  0.27629864]]
239.30408,21.07551,0.003768,0.000145,2.319057,2.52268,-10.2418,VLASS1.1.ql.T16t22.J155542+213000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA239.304DEC21.076.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=239.3041&DEC=21.0755&SR=0.01,[[ 0.8365795   0.16342048]]
239.24943,22.57851,0.001917,0.000139,3.138174,4.0319,10.1239,VLASS1.1.ql.T16t22.J155547+223000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA239.249DEC22.579.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=239.2494&DEC=22.5785&SR=0.01,[[ 0.77082407  0.22917588]]
239.22908,21.01631,0.00273,0.000145,2.550922,2.78143,-9.9065,VLASS1.1.ql.T16t22.J155542+213000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA239.229DEC21.016.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=239.2291&DEC=21.0163&SR=0.01,[[ 0.86236     0.13763994]]
239.22705,21.95425,0.001864,0.000145,2.690826,3.0679,-10.2576,VLASS1.1.ql.T16t22.J155542+213000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA239.227DEC21.954.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=239.2271&DEC=21.9543&SR=0.01,[[ 0.57869631  0.42130369]]
239.21652,23.76316,0.001562,0.000135,3.002719,2.2674,10.0254,VLASS1.1.ql.T16t22.J155551+233000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA239.217DEC23.763.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=239.2165&DEC=23.7632&SR=0.01,[[ 0.84158272  0.15841722]]
239.20069,23.35367,0.022049,0.00037,2.173721,3.44172,8.4128,VLASS1.1.ql.T16t22.J155551+233000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA239.201DEC23.354.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=239.2007&DEC=23.3537&SR=0.01,[[ 0.51316494  0.48683509]]
239.1992,23.35206,0.025635,0.00037,2.726949,2.29387,9.7697,VLASS1.1.ql.T16t22.J155551+233000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA239.199DEC23.352.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=239.1992&DEC=23.3521&SR=0.01,[[ 0.58308542  0.41691458]]
239.19408,23.08049,0.00608,0.000137,2.252439,2.54342,-10.7537,VLASS1.1.ql.T16t22.J155551+233000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA239.194DEC23.08.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=239.1941&DEC=23.0805&SR=0.01,[[ 0.80412287  0.19587713]]
239.19265,23.63244,0.003745,0.000135,2.305174,2.57908,7.4964,VLASS1.1.ql.T16t22.J155551+233000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA239.193DEC23.632.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=239.1927&DEC=23.6324&SR=0.01,[[ 0.88270473  0.11729523]]
239.18775,22.52068,0.001378,0.000139,3.357551,5.08759,-10.1605,VLASS1.1.ql.T16t22.J155547+223000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA239.188DEC22.521.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=239.1878&DEC=22.5207&SR=0.01,[[ 0.6575076   0.34249243]]
239.18468,22.11189,0.013522,0.000325,3.810542,2.57136,9.7363,VLASS1.1.ql.T16t22.J155547+223000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA239.185DEC22.112.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=239.1847&DEC=22.1119&SR=0.01,[[ 0.6100505   0.38994947]]
239.18385,22.11979,0.010752,0.000326,4.06664,3.31818,10.0182,VLASS1.1.ql.T16t22.J155547+223000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA239.184DEC22.12.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=239.1839&DEC=22.1198&SR=0.01,[[ 0.65495926  0.34504077]]
239.18113,21.77199,0.003522,0.000148,2.987982,7.41377,-9.8757,VLASS1.1.ql.T16t22.J155542+213000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA239.181DEC21.772.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=239.1811&DEC=21.772&SR=0.01,[[ 0.49688703  0.50311297]]
239.17993,21.77088,0.003522,0.000149,2.988168,7.41437,-9.8757,VLASS1.1.ql.T16t22.J155542+213000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA239.18DEC21.771.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=239.1799&DEC=21.7709&SR=0.01,[[ 0.4443205  0.5556795]]
239.17241,22.80598,0.004624,0.000139,2.131828,2.69441,-10.4335,VLASS1.1.ql.T16t22.J155547+223000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA239.172DEC22.806.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=239.1724&DEC=22.806&SR=0.01,[[ 0.68260914  0.31739086]]
239.15223,22.73866,0.001337,0.000139,2.612503,2.50691,-9.7033,VLASS1.1.ql.T16t22.J155547+223000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA239.152DEC22.739.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=239.1522&DEC=22.7387&SR=0.01,[[ 0.76424402  0.23575598]]
239.12831,22.1265,0.039452,0.000571,2.739316,2.27496,10.1305,VLASS1.1.ql.T16t22.J155547+223000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA239.128DEC22.127.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=239.1283&DEC=22.1265&SR=0.01,[[ 0.6639986   0.33600134]]
239.12695,23.57963,0.001071,0.000135,4.241557,3.10734,-9.6685,VLASS1.1.ql.T16t22.J155551+233000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA239.127DEC23.58.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=239.127&DEC=23.5796&SR=0.01,[[ 0.6438309   0.35616904]]
239.12547,22.12167,0.01998,0.000571,2.670112,2.31842,10.0628,VLASS1.1.ql.T16t22.J155547+223000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA239.125DEC22.122.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=239.1255&DEC=22.1217&SR=0.01,[[ 0.61018378  0.38981622]]
239.10875,21.44644,0.001853,0.000145,3.057428,2.39588,10.2255,VLASS1.1.ql.T16t22.J155542+213000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA239.109DEC21.446.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=239.1088&DEC=21.4464&SR=0.01,[[ 0.78240085  0.21759914]]
239.10585,21.82406,0.002076,0.000145,2.651431,1.93349,10.2932,VLASS1.1.ql.T16t22.J155542+213000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA239.106DEC21.824.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=239.1059&DEC=21.8241&SR=0.01,[[ 0.71243292  0.28756702]]
239.08327,21.99744,0.002103,0.000145,2.770151,3.17733,-10.1511,VLASS1.1.ql.T16t22.J155542+213000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA239.083DEC21.997.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=239.0833&DEC=21.9974&SR=0.01,[[ 0.82682788  0.1731721 ]]
239.08317,21.99735,0.002082,0.000139,2.790454,3.01309,-10.168,VLASS1.1.ql.T16t22.J155547+223000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA239.083DEC21.997.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=239.0832&DEC=21.9974&SR=0.01,[[ 0.70112044  0.29887953]]
239.07722,21.58854,0.002094,0.00016,4.247063,13.38062,9.7466,VLASS1.1.ql.T16t22.J155542+213000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA239.077DEC21.589.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=239.0772&DEC=21.5885&SR=0.01,[[ 0.58368528  0.41631478]]
239.03073,21.90041,0.001319,0.000145,3.771507,2.13767,9.7673,VLASS1.1.ql.T16t22.J155542+213000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA239.031DEC21.9.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=239.0307&DEC=21.9004&SR=0.01,[[ 0.8628543   0.13714574]]
239.02491,23.31055,0.003141,0.000135,3.240884,2.47047,9.91,VLASS1.1.ql.T16t22.J155551+233000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA239.025DEC23.311.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=239.0249&DEC=23.3106&SR=0.01,[[ 0.77176923  0.22823085]]
239.02365,22.4507,0.004507,0.000146,3.02622,3.93495,-10.0518,VLASS1.1.ql.T16t22.J155547+223000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA239.024DEC22.451.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=239.0237&DEC=22.4507&SR=0.01,[[ 0.65197754  0.3480224 ]]
239.00167,22.85278,0.001047,0.000139,5.169222,3.74788,-9.6858,VLASS1.1.ql.T16t22.J155547+223000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA239.002DEC22.853.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=239.0017&DEC=22.8528&SR=0.01,[[ 0.72424948  0.27575052]]
238.99612,22.84633,0.00362,0.000139,2.541269,2.85202,7.9292,VLASS1.1.ql.T16t22.J155547+223000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA238.996DEC22.846.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=238.9961&DEC=22.8463&SR=0.01,[[ 0.74863786  0.25136214]]
238.99504,22.9189,0.001363,0.000139,3.790703,7.16504,9.7166,VLASS1.1.ql.T16t22.J155547+223000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA238.995DEC22.919.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=238.995&DEC=22.9189&SR=0.01,[[ 0.67149407  0.32850596]]
238.9609,21.89986,0.001278,0.000145,6.830673,4.01208,9.8252,VLASS1.1.ql.T16t22.J155542+213000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA238.961DEC21.9.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=238.9609&DEC=21.8999&SR=0.01,[[ 0.77287549  0.22712451]]
238.94746,20.99338,0.019018,0.000332,2.580347,2.9347,2.124,VLASS1.1.ql.T16t22.J155542+213000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA238.947DEC20.993.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=238.9475&DEC=20.9934&SR=0.01,[[ 0.90266079  0.09733924]]
238.94559,21.64385,0.006436,0.000145,2.863217,2.20517,10.1,VLASS1.1.ql.T16t22.J155542+213000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA238.946DEC21.644.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=238.9456&DEC=21.6439&SR=0.01,[[ 0.89334571  0.10665429]]
238.94023,21.26555,0.0018,0.000145,2.491523,2.71216,8.9068,VLASS1.1.ql.T16t22.J155542+213000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA238.94DEC21.266.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=238.9402&DEC=21.2656&SR=0.01,[[ 0.79471546  0.20528454]]
238.93621,22.35101,0.001685,0.000139,2.743708,2.39129,-5.7688,VLASS1.1.ql.T16t22.J155547+223000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA238.936DEC22.351.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=238.9362&DEC=22.351&SR=0.01,[[ 0.74999034  0.25000969]]
238.92373,23.16756,0.002507,0.000135,2.647239,3.15754,12.7774,VLASS1.1.ql.T16t22.J155551+233000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA238.924DEC23.168.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=238.9237&DEC=23.1676&SR=0.01,[[ 0.71066922  0.28933075]]
238.92362,23.7638,0.002673,0.000171,2.112114,2.61906,-13.9019,VLASS1.1.ql.T16t22.J155551+233000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA238.924DEC23.764.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=238.9236&DEC=23.7638&SR=0.01,[[ 0.79467767  0.20532236]]
238.92181,23.75866,0.009037,0.00017,2.584526,2.33823,9.7673,VLASS1.1.ql.T16t22.J155551+233000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA238.922DEC23.759.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=238.9218&DEC=23.7587&SR=0.01,[[ 0.92103845  0.07896153]]
238.91898,21.63686,0.001962,0.000145,2.214282,2.90174,-10.183,VLASS1.1.ql.T16t22.J155542+213000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA238.919DEC21.637.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=238.919&DEC=21.6369&SR=0.01,[[ 0.83906007  0.1609399 ]]
238.91406,23.50555,0.00185,0.000144,3.81961,10.23386,-9.542,VLASS1.1.ql.T16t22.J155551+233000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA238.914DEC23.506.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=238.9141&DEC=23.5056&SR=0.01,[[ 0.73977697  0.26022303]]
238.91171,23.50451,0.00414,0.000143,2.996378,2.74373,9.5873,VLASS1.1.ql.T16t22.J155551+233000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA238.912DEC23.505.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=238.9117&DEC=23.5045&SR=0.01,[[ 0.86951852  0.13048148]]
238.90997,21.50115,0.001342,0.000145,2.589741,4.06973,-10.0595,VLASS1.1.ql.T16t22.J155542+213000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA238.91DEC21.501.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=238.91&DEC=21.5012&SR=0.01,[[ 0.73373282  0.26626718]]
238.9009,22.31901,0.002665,0.000139,2.42974,2.28754,10.287,VLASS1.1.ql.T16t22.J155547+223000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA238.901DEC22.319.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=238.9009&DEC=22.319&SR=0.01,[[ 0.81058478  0.18941525]]
238.89969,21.19583,0.018312,0.000347,3.372255,2.64406,10.1026,VLASS1.1.ql.T16t22.J155542+213000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA238.9DEC21.196.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=238.8997&DEC=21.1958&SR=0.01,[[ 0.38613948  0.61386055]]
238.89836,21.19611,0.006676,0.000347,3.367149,14.88609,10.1496,VLASS1.1.ql.T16t22.J155542+213000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA238.898DEC21.196.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=238.8984&DEC=21.1961&SR=0.01,[[ 0.39449811  0.60550183]]
238.89747,21.1975,0.00453,0.000347,4.211202,27.78143,13.4062,VLASS1.1.ql.T16t22.J155542+213000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA238.897DEC21.198.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=238.8975&DEC=21.1975&SR=0.01,[[ 0.37968695  0.62031299]]
238.89173,21.31658,0.001613,0.000145,3.054187,2.2863,-8.8017,VLASS1.1.ql.T16t22.J155542+213000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA238.892DEC21.317.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=238.8917&DEC=21.3166&SR=0.01,[[ 0.55336696  0.44663304]]
238.88718,23.8021,0.010076,0.00021,2.716645,3.80418,-9.7875,VLASS1.1.ql.T16t22.J155551+233000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA238.887DEC23.802.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=238.8872&DEC=23.8021&SR=0.01,[[ 0.94872326  0.05127678]]
238.87792,23.53888,0.002398,0.000137,5.627216,3.48088,-9.8316,VLASS1.1.ql.T16t22.J155551+233000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA238.878DEC23.539.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=238.8779&DEC=23.5389&SR=0.01,[[ 0.6687845   0.33121556]]
238.87395,21.97213,0.012761,0.000197,2.170257,2.72464,-10.1741,VLASS1.1.ql.T16t22.J155542+213000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA238.874DEC21.972.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=238.874&DEC=21.9721&SR=0.01,[[ 0.82654119  0.1734588 ]]
238.8706,21.22976,0.008355,0.000161,2.801159,2.21753,10.2438,VLASS1.1.ql.T16t22.J155542+213000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA238.871DEC21.23.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=238.8706&DEC=21.2298&SR=0.01,[[ 0.90456396  0.09543604]]
238.86324,23.19455,0.00179,0.000135,3.102228,11.96187,-9.5618,VLASS1.1.ql.T16t22.J155551+233000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA238.863DEC23.195.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=238.8632&DEC=23.1946&SR=0.01,[[ 0.43398252  0.56601745]]
238.85801,22.39939,0.005132,0.000271,14.184209,4.26478,-3.0234,VLASS1.1.ql.T16t22.J155547+223000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA238.858DEC22.399.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=238.858&DEC=22.3994&SR=0.01,[[ 0.21432933  0.78567064]]
238.85737,22.39757,0.005924,0.000271,14.713984,3.78606,9.5336,VLASS1.1.ql.T16t22.J155547+223000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA238.857DEC22.398.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=238.8574&DEC=22.3976&SR=0.01,[[ 0.15291761  0.84708244]]
238.85591,22.39566,0.006195,0.000271,11.919082,3.90255,9.5619,VLASS1.1.ql.T16t22.J155547+223000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA238.856DEC22.396.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=238.8559&DEC=22.3957&SR=0.01,[[ 0.14328864  0.85671133]]
238.84944,23.24202,0.006924,0.000144,2.398716,2.27121,10.0595,VLASS1.1.ql.T16t22.J155551+233000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA238.849DEC23.242.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=238.8494&DEC=23.242&SR=0.01,[[ 0.54162544  0.45837456]]
